Tag,Chromophore,Solvent,abs,emi,epsilon,fast_epsilon
853,N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(/C=C/C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)C=C2,C1CCOC1,434.0,592.0,7.47,1.977
854,N#C/C(C1=CC=C(C#N)C=C1)=C\C(C=C2)=CC=C2C3=CC=C(N(C4=CC=C(C5=CC=C(C=O)C=C5)C=C4)C6=CC=C(C7=CC=C(/C=C(C#N)/C8=CC=C(C#N)C=C8)C=C7)C=C6)C=C3,C1CCOC1,418.0,578.0,7.47,1.977
855,N#C/C(C1=CC=C(C#N)C=C1)=C\C(C=C2)=CC=C2C3=CC=C(N(C4=CC=C(C5=CC=C(/C=C(C#N)/C6=CC=C(C#N)C=C6)C=C5)C=C4)C7=CC=C(C8=CC=C(/C=C(C#N)/C9=CC=C(C#N)C=C9)C=C8)C=C7)C=C3,C1CCOC1,428.0,601.0,7.47,1.977
856,O=C(OC)/C(C#N)=C/C(C=C1)=CC=C1C2=CC=C(N(C3=CC=C(C4=CC=C(/C=C(C#N)/C(OC)=O)C=C4)C=C3)C5=CC=C(C6=CC=C(/C=C(C#N)/C(OC)=O)C=C6)C=C5)C=C2,C1CCOC1,432.0,603.0,7.47,1.977
857,C12=CC=CC3=C1C(C(C=C2)=CC=C4C5=CC=NC=C5)=C4C=C3,CC1=CC=CC=C1,344.0,387.0,2.43,2.241
858,C12=CC=CC3=C1C(C(C=C2)=CC(C4=CC=NC=C4)=C5)=C5C=C3,CC1=CC=CC=C1,338.0,403.0,2.43,2.241
859,C12=CC=CC3=C1C(C(C=C2)=CC(C4=NC=CC=C4)=C5)=C5C=C3,CC1=CC=CC=C1,338.0,401.0,2.43,2.241
860,C12=CC=CC3=C1C(C(C(C4=CC=NC=C4)=C2)=CC=C5)=C5C=C3,CC1=CC=CC=C1,340.0,379.0,2.43,2.241
861,C12=C(C3=CC=NC=C3)C=CC4=C1C(C(C=C2)=CC=C5C6=CC=NC=C6)=C5C=C4,CC1=CC=CC=C1,358.0,399.0,2.43,2.241
862,C12=CC(C3=CC=NC=C3)=CC4=C1C(C(C=C2)=CC(C5=CC=NC=C5)=C6)=C6C=C4,CC1=CC=CC=C1,340.0,417.0,2.43,2.241
863,C12=CC(C3=NC=CC=C3)=CC4=C1C(C(C=C2)=CC(C5=CC=CC=N5)=C6)=C6C=C4,CC1=CC=CC=C1,342.0,419.0,2.43,2.241
864,C12=CC=CC3=C1C(C(C(C4=CC=NC=C4)=C2)=CC=C5)=C5C=C3C6=CC=NC=C6,CC1=CC=CC=C1,346.0,382.0,2.43,2.241
865,C12=CC=CC3=C1C(C(C(C4=CC=NC=C4)=C2)=CC=C5)=C5C(C6=CC=NC=C6)=C3,CC1=CC=CC=C1,344.0,382.0,2.43,2.241
866,CCCCC1=C(C=C2)C3=C(C(C4=CC=NC=C4)=C1)C=CC5=C3C2=C(C6=CC=NC=C6)C=C5CCCC,CC1=CC=CC=C1,372.0,415.0,2.43,2.241
867,O=P1(C2=CC=CC=C2)C3=C(C=CC=C3)N(C4=CC=CC=C4)C5=C1C=CC=C5,C(Cl)Cl,344.0,427.0,9.02,2.028
868,O=P1(C2=CC=CC=C2)C3=C(C=CC=C3)N(C)C4=C1C(C=CC=C5)=C5C6=C4C=CC=C6,C(Cl)Cl,372.0,433.0,9.02,2.028
869,F[B-]1(F)N2C(C3=CC=CC=C3)=CC(C4=CC=CC=C4)=C2N=C5C(C6=CC=CC=C6)=CC(C7=CC=CC=C7)=[N+]15,C(Cl)(Cl)Cl,650.0,672.0,4.89,2.091
870,F[B-]1(F)N2C(C3=CC=C(Br)C=C3)=CC(C4=CC=CC=C4)=C2N=C5C(C6=CC=CC=C6)=CC(C7=CC=C(Br)C=C7)=[N+]15,C(Cl)(Cl)Cl,658.0,687.0,4.89,2.091
871,F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC=CC=C4)=C2N=C5C(C6=CC=CC=C6)=CC(C7=CC=C(OC)C=C7)=[N+]15,C(Cl)(Cl)Cl,688.0,715.0,4.89,2.091
872,F[B-]1(F)N2C(C3=CC=C(C#CC4=CC=C(N(C)C)C=C4)C=C3)=CC(C5=CC=CC=C5)=C2N=C6C(C7=CC=CC=C7)=CC(C8=CC=C(C#CC9=CC=C(N(C)C)C=C9)C=C8)=[N+]16,CC1=CC=CC=C1,745.0,827.0,2.43,2.241
873,F[B-]1(F)N2C(C3=CC=C(C#CC4=CC=C(C(C=CC([N+]([O-])=O)=C5)=C5C6(CCCCCC)CCCCCC)C6=C4)C=C3)=CC(C7=CC=CC=C7)=C2N=C8C(C9=CC=CC=C9)=CC(C%10=CC=C(C#CC%11=CC=C(C(C=CC([N+]([O-])=O)=C%12)=C%12C%13(CCCCCC)CCCCCC)C%13=C%11)C=C%10)=[N+]18,C(Cl)Cl,694.0,741.0,9.02,2.028
874,F[B-]1(N2C(C3=CC=C(C=C3CC4)OC)=C4C(C5=CC=CC=C5)=C2N=C6C(C7=CC=CC=C7)=C8C(C9=C(CC8)C=C(C=C9)OC)=[N+]16)F,C(Cl)(Cl)Cl,740.0,752.0,4.89,2.091
875,COC(C=C1)=CC2=C1C3=CC(C4=CC=CC=C4)=C5N3[B-]6(OC7=CC(OC)=CC=C7C8=[N+]6C(C(C9=CC=CC=C9)=C8)=N5)O2,C(Cl)(Cl)Cl,764.0,782.0,4.89,2.091
876,F[B-]1(N2C(C3=CC=C(C=C3)OC)=C4C(C=CC=C4)=C2N=C5C6=C(C=CC=C6)C(C7=CC=C(C=C7)OC)=[N+]15)F,C(Cl)Cl,729.0,769.0,9.02,2.028
877,C1(C2=CC=C(N3C4=C(C5=C3C=CC=C5)C=CC=C4)C=C2)=NC6=C(C=CC=C6)N=C1C7=CC=C(N8C9=C(C%10=C8C=CC=C%10)C=CC=C9)C=C7,CC1=CC=CC=C1,368.0,453.0,2.43,2.241
878,CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C(C=C4)=CC=C4C5=NC6=C(C=CC=C6)N=C5C7=CC=C(N8C(C=CC=C9)=C9C(C)(C)C%10=C8C=CC=C%10)C=C7,CC1=CC=CC=C1,400.0,522.0,2.43,2.241
879,CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C(C=C4)=CC=C4C5=NC6=C(C=NC=C6)N=C5C7=CC=C(N8C(C=CC=C9)=C9C(C)(C)C%10=C8C=CC=C%10)C=C7,CC1=CC=CC=C1,414.0,583.0,2.43,2.241
880,CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C(C=C4)=CC=C4C5=NC6=C(C=CC=N6)N=C5C7=CC=C(N8C(C=CC=C9)=C9C(C)(C)C%10=C8C=CC=C%10)C=C7,CC1=CC=CC=C1,409.0,578.0,2.43,2.241
881,C1(C2=CC=C(N3C(C=CC=C4)=C4OC5=C3C=CC=C5)C=C2)=NC6=C(C=NC=C6)N=C1C7=CC=C(N8C(C=CC=C9)=C9OC%10=C8C=CC=C%10)C=C7,CC1=CC=CC=C1,437.0,615.0,2.43,2.241
882,C1(C2=CC=C(N3C(C=CC=C4)=C4OC5=C3C=CC=C5)C=C2)=NC6=C(C=CC=N6)N=C1C7=CC=C(N8C(C=CC=C9)=C9OC%10=C8C=CC=C%10)C=C7,CC1=CC=CC=C1,438.0,620.0,2.43,2.241
883,CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=CC=C4)C3=C1,C1CCOC1,337.0,388.0,7.47,1.977
884,CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(C(OC)=O)C=C4)C3=C1,C1CCOC1,347.0,420.0,7.47,1.977
885,CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(C#N)C=C4)C3=C1,C1CCOC1,348.0,421.0,7.47,1.977
886,CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(C=O)C=C4)C3=C1,C1CCOC1,356.0,443.0,7.47,1.977
887,CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(/C=C(C(OCC)=O)/C#N)C=C4)C3=C1,C1CCOC1,394.0,544.0,7.47,1.977
888,CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(/C=C(C#N)/C#N)C=C4)C3=C1,C1CCOC1,412.0,578.0,7.47,1.977
889,COC(C=C1)=CC=C1/C=C/C2=NC3=CC=CC=C3C=C2,C(Cl)Cl,346.0,419.0,9.02,2.028
890,C12=CC=CC=C1C=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,C(Cl)Cl,399.0,513.0,9.02,2.028
891,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=NC4=CC=CC=C4C=C3,C(Cl)Cl,354.0,434.0,9.02,2.028
892,COC(C=C1)=CC=C1/C=C/C2=CC=NC3=CC=CC=C32,C(Cl)Cl,347.0,437.0,9.02,2.028
893,C12=CC=CC=C1C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=N2,C(Cl)Cl,397.0,538.0,9.02,2.028
894,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=CC=NC4=CC=CC=C43,C(Cl)Cl,354.0,454.0,9.02,2.028
895,COC(C=C1)=CC=C1/C=C/C2=C3C(C=CC=C3)=CC=N2,C(Cl)Cl,360.0,451.0,9.02,2.028
896,C1(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NC=CC5=C1C=CC=C5,C(Cl)Cl,402.0,521.0,9.02,2.028
897,C12=CC=CC=C1C=CC(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,C(Cl)Cl,374.0,474.0,9.02,2.028
898,C12=CC=CN1[B-](C3=CC=CC=C3)(C4=CC=CC=C4)[N+](C5=CC=CC=C5)=C2,C1CCOC1,382.7160494,450.9090909,7.47,1.977
899,CC1=CC=CC(C)=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,C1CCOC1,353.2763533,375.7575758,7.47,1.977
900,CC(C)C1=CC=CC(C(C)C)=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,C1CCOC1,353.2763533,386.2928349,7.47,1.977
901,COC(C=C1)=CC=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,C1CCOC1,386.2928349,467.9245283,7.47,1.977
902,CC(C=C1)=C(C)C=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,C1CCOC1,383.9009288,455.8823529,7.47,1.977
903,FC(C=C1)=CC=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,C1CCOC1,381.5384615,447.6534296,7.47,1.977
904,O=[N+](C(C=C1)=CC=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5)[O-],C1CCOC1,420.3389831,464.4194757,7.47,1.977
905,N#CC(C=C1)=CC=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,C1CCOC1,403.9087948,452.5547445,7.47,1.977
906,FC(C(F)=C1)=C(F)C=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,C1CCOC1,389.9371069,444.4444444,7.47,1.977
907,FC(C(F)=C1F)=C(F)C(F)=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,C1CCOC1,366.8639053,432.0557491,7.47,1.977
908,F[B-](F)(N1C2=CC=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC,C(Cl)Cl,598.0,612.0,9.02,2.028
909,F[B-](F)(N1C2=CC=C1CC)[N+]3=C(N(C4=C3C=CC(OC)=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC,C(Cl)Cl,599.0,611.0,9.02,2.028
910,F[B-](F)(N1C2=CC=C1CC)[N+]3=C(N(C4=C3C=CC(F)=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC,C(Cl)Cl,600.0,615.0,9.02,2.028
911,F[B-](F)(N1C2=CC3=C1CCCC3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=C8CCCCC8=C7,C(Cl)Cl,622.0,633.0,9.02,2.028
912,F[B-](F)(N1C2=CC(Br)=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C(Br)=C6)CC,C(Cl)Cl,621.0,632.0,9.02,2.028
913,F[B-](F)(N1C2=C(C(Br)=C1CC)Br)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C(Br)=C6)CC,C(Cl)Cl,615.0,630.0,9.02,2.028
914,F[B-](F)(N1C2=CC(I)=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC.C.[Br],C(Cl)Cl,615.0,628.0,9.02,2.028
915,F[B-](F)(N1C2=CC(I)=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C(I)=C6)CC,C(Cl)Cl,634.0,649.0,9.02,2.028
916,CCC(C(I)=C1)=[N+]2C1=C3C(N(C4=C5C=CC=C4)[B-]2(C#CC)C#CC)=[N+]5[B-](C#CC)(N6C3=CC(I)=C6CC)C#CC,C(Cl)Cl,594.0,607.0,9.02,2.028
917,CCC(C(I)=C1)=[N+]2C1=C3C(N(C4=C5C=CC=C4)[B-]2(C#CC(CO)O)C#CC(O)CO)=[N+]5[B-](C#CC(CO)O)(N6C3=CC(I)=C6CC)C#CC(CO)O,C(Cl)Cl,592.0,602.0,9.02,2.028
918,F[B-](F)(N1C2=CC=C1/C=C/C3=CC(C(CCCCCCCC)(CCCCCCCC)C4=C5C=CC=C4)=C5C=C3)[N+]6=C(N(C7=C6C=CC=C7)[B-]8(F)F)C2=C9[N+]8=C(C=C9)/C=C/C%10=CC(C(CCCCCCCC)(CCCCCCCC)C%11=C%12C=CC=C%11)=C%12C=C%10,C(Cl)Cl,803.0,838.0,9.02,2.028
919,F[B-](F)(N1C2=CC=C1/C=C/C3=C(OCCCCCCCC)C=CC(OCCCCCCCC)=C3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=C(C=C7)/C=C/C8=C(OCCCCCCCC)C=CC(OCCCCCCCC)=C8,C(Cl)Cl,784.0,824.0,9.02,2.028
920,F[B-](F)(N1C2=CC=C1/C=C/C3=C(OCCCCCCCC)C=C(C=O)C(OCCCCCCCC)=C3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=C(C=C7)/C=C/C8=C(OCCCCCCCC)C=C(C=O)C(OCCCCCCCC)=C8,C(Cl)Cl,783.0,810.0,9.02,2.028
921,F[B-](F)(N1C2=CC=C1/C=C/C3=CC=C(OCCN=[N+]=[N-])C=C3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=CC=C7,C(Cl)Cl,694.0,722.0,9.02,2.028
922,F[B-](F)(N1C2=CC=C1/C=C/C3=CC=C(OCCCCCC(O)=O)C=C3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=CC=C7,C(Cl)Cl,695.0,724.0,9.02,2.028
923,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2,C(Cl)Cl,355.0,405.0,9.02,2.028
924,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2C5=CC=C(C#N)C=C5,C(Cl)Cl,381.0,453.0,9.02,2.028
925,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2C5=CC=CC=C5,C(Cl)Cl,372.0,456.0,9.02,2.028
926,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2C5=CC=C(N(CC)CC)C=C5,C(Cl)Cl,386.0,514.0,9.02,2.028
927,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2,C(Cl)Cl,415.0,502.0,9.02,2.028
928,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2C6=CC=C(C#N)C=C6,C(Cl)Cl,434.0,527.0,9.02,2.028
929,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2C6=CC=CC=C6,C(Cl)Cl,436.0,533.0,9.02,2.028
930,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2C6=CC=C(N(CC)CC)C=C6,C(Cl)Cl,459.0,630.0,9.02,2.028
931,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=CC=C4)O5)=C5C=CC3=C2,C(Cl)Cl,391.0,457.0,9.02,2.028
932,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=CC=C4)O5)=C5C=CC3=C2C6=CC=C(C#N)C=C6,C(Cl)Cl,413.0,491.0,9.02,2.028
933,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=CC=C4)O5)=C5C=CC3=C2C6=CC=CC=C6,C(Cl)Cl,410.0,499.0,9.02,2.028
934,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=CC=C4)O5)=C5C=CC3=C2C6=CC=C(N(CC)CC)C=C6,C(Cl)Cl,424.0,560.0,9.02,2.028
935,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(N(CC)CC)C=C4)O5)=C5C=CC3=C2,C(Cl)Cl,405.0,471.0,9.02,2.028
936,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(N(CC)CC)C=C4)O5)=C5C=CC3=C2C6=CC=C(C#N)C=C6,C(Cl)Cl,431.0,505.0,9.02,2.028
937,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(N(CC)CC)C=C4)O5)=C5C=CC3=C2C6=CC=CC=C6,C(Cl)Cl,423.0,501.0,9.02,2.028
941,O=C(C1=C2C(C(C3=CC=CC=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,353.0,426.0,37.06,2.045
942,O=C(C1=C2C(C(C3=CC=C(OC)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,368.0,491.0,37.06,2.045
943,O=C(C1=C2C(C(C3=CC=C(OC)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,350.0,423.0,37.06,2.045
944,O=C(C1=C2C(C(C3=CC=C(C=O)C=C3F)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,347.0,413.0,37.06,2.045
945,O=C(C1=C2C(C(C3=CC=C(C=O)C(F)=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,348.0,423.0,37.06,2.045
946,O=C(C1=C2C(C(C3=CC=C(C=O)C(F)=C3F)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,347.0,417.0,37.06,2.045
947,O=C(C1=C2C(C(C3=CC(F)=C(C=O)C(F)=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,349.0,433.0,37.06,2.045
948,O=C(C1=C2C(C(C3=CC(F)=CC(F)=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,347.0,410.0,37.06,2.045
949,O=C(C1=C2C(C(C3=CC=C(F)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,354.0,426.0,37.06,2.045
950,O=C(C1=C2C(C(C3=CC=C(Cl)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,354.0,425.0,37.06,2.045
951,O=C(C1=C2C(C(C3=CC=C(Br)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,354.0,426.0,37.06,2.045
952,O=C(C1=C2C(C(OC3=CC=CC=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,357.0,431.0,37.06,2.045
953,O=C(C1=C2C(C(OC3=CC=CC(Br)=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,356.0,426.0,37.06,2.045
954,O=C(C1=C2C(C(OC3=CC=C(C=O)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,356.0,424.0,37.06,2.045
955,O=C(C1=C2C(C(OC3=CC=C([N+]([O-])=O)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,354.0,429.0,37.06,2.045
956,O=C(C1=C2C(C=CC=C23)=CC=C1)N(CCCCCC)C3=O,CN(C)C=O,334.0,381.0,37.06,2.045
957,BrC1=CC2=C3C(C4=CC=C3C(N(CCCCCCCCCCCC)C2=O)=O)=C1C5=C6C4=C(Br)C=C7C6=C(C(N(CCCCCCCCCCCC)C7=O)=O)C=C5,C(Cl)(Cl)Cl,525.2011859,543.3829974,4.89,2.091
958,O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC=C(C(F)(F)F)C=C7)C=C8C6=C(C(N(CCCCCCCCCCCC)C8=O)=O)C=C5)C(C9=CC=C(C(F)(F)F)C=C9)=C1)N(CCCCCCCCCCCC)C4=O,C(Cl)(Cl)Cl,523.6486486,546.7372134,4.89,2.091
959,O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC=C(C#N)C=C7)C=C8C6=C(C(N(CCCCCCCCCCCC)C8=O)=O)C=C5)C(C9=CC=C(C#N)C=C9)=C1)N(CCCCCCCCCCCC)C4=O,C(Cl)(Cl)Cl,545.7746479,591.8854415,4.89,2.091
960,O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC([N+]([O-])=O)=CC=C7)C=C8C6=C(C(N(CCCCCCCCCCCC)C8=O)=O)C=C5)C(C9=CC([N+]([O-])=O)=CC=C9)=C1)N(CCCCCCCCCCCC)C4=O,C(Cl)(Cl)Cl,543.3829974,584.6298916,4.89,2.091
961,O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC=NC=C7)C=C8C6=C(C(N(CCCCCCCCCCCC)C8=O)=O)C=C5)C(C9=CC=NC=C9)=C1)N(CCCCCCCCCCCC)C4=O,C(Cl)(Cl)Cl,538.8961321,577.012564,4.89,2.091
962,O=C(C1=C2C(C3=C(C4=CC=C5C(N(C6=CC=CC=C6)C7=C5C=CC=C7)=C4)C=C28)=C(C9=C%10C3=CC=C%11C%10=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C9)C(C%12=CC=C%13C(N(C%14=CC=CC=C%14)C%15=C%13C=CC=C%15)=C%12)=C1)N(CC(CC)CCCC)C8=O,C(Cl)(Cl)Cl,551.0,651.0,4.89,2.091
963,O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC=C8C(N(C9=CC=CC=C9)C%10=C8C=CC=C%10)=C7)C=C%11C6=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C5)C(C%12=CC=C%13C(N(C%14=CC=CC=C%14)C%15=C%13C=CC=C%15)=C%12)=C1)N(CC(CC)CCCC)C4=O,C(Cl)(Cl)Cl,561.0,651.0,4.89,2.091
964,O=C(C1=C2C(C3=C(C4=CC=C(N(C5=CC=CC=C5)C6=C7C=CC=C6)C7=C4)C=C28)=C(C9=C%10C3=CC=C%11C%10=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C9)C(C%12=CC=C(N(C%13=CC=CC=C%13)C%14=C%15C=CC=C%14)C%15=C%12)=C1)N(CC(CC)CCCC)C8=O,C(Cl)(Cl)Cl,563.0,663.0,4.89,2.091
965,O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC=C(N(C8=CC=CC=C8)C9=C%10C=CC=C9)C%10=C7)C=C%11C6=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C5)C(C%12=CC=C(N(C%13=CC=CC=C%13)C%14=C%15C=CC=C%14)C%15=C%12)=C1)N(CC(CC)CCCC)C4=O,C(Cl)(Cl)Cl,609.0,689.0,4.89,2.091
966,O=C(C1=C2C(C3=C(C(C=C4)=CC=C4N5C6=CC=CC=C6C7=C5C=CC=C7)C=C28)=C(C9=C%10C3=CC=C%11C%10=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C9)C(C(C=C%12)=CC=C%12N%13C%14=CC=CC=C%14C%15=C%13C=CC=C%15)=C1)N(CC(CC)CCCC)C8=O,C(Cl)(Cl)Cl,567.0,644.0,4.89,2.091
967,O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C(C=C7)=CC=C7N8C9=CC=CC=C9C%10=C8C=CC=C%10)C=C%11C6=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C5)C(C(C=C%12)=CC=C%12N%13C%14=CC=CC=C%14C%15=C%13C=CC=C%15)=C1)N(CC(CC)CCCC)C4=O,C(Cl)(Cl)Cl,577.0,647.0,4.89,2.091
968,O=C(C1=C2C(C3=CC(OC4=C(C5=CC=CC=C5)C=CC=C4C6=CC=CC=C6)=C27)=C(C8=C9C3=CC(OC%10=C(C%11=CC=CC=C%11)C=CC=C%10C%12=CC=CC=C%12)=C%13C9=C(C(N(C(CCCCC)CCCCC)C%13=O)=O)C(OC%14=C(C%15=CC=CC=C%15)C=CC=C%14C%16=CC=CC=C%16)=C8)C=C1OC%17=C(C%18=CC=CC=C%18)C=CC=C%17C%19=CC=CC=C%19)N(C(CCCCC)CCCCC)C7=O,CC1=CC=CC=C1,535.0,546.0,2.43,2.241
969,O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=CC=C7C6=C(C(N(C(CC)CC)C7=O)=O)C=C5)C=C1)N(C(CC)CC)C4=O,CC1=CC=CC=C1,525.0,542.0,2.43,2.241
970,O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N(CN5C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C5C(OCC)=O)C6=C4C3=CC=C2C(N(C)C)=O,CC1=CC=CC=C1,460.0,475.0,2.43,2.241
971,O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N5C(C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C(C(OCC)=O)N6CC5)=C4C3=CC=C2C(N(C)C)=O,CC1=CC=CC=C1,435.0,470.0,2.43,2.241
972,O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N5C(C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C(C(OCC)=O)N6CCC5)=C4C3=CC=C2C(N(C)C)=O,CC1=CC=CC=C1,431.0,456.0,2.43,2.241
